issue_date	mutual_fund_name	name_of_issuer	cusip	number_of_shares
2012-05-15	ADVANCE_CAPITAL_I_INC	FIRST NIAGARA FINANC	33582V108  	37,000
2012-05-15	ADVANCE_CAPITAL_I_INC	FOSSIL INCORPORATED	349882100  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	FEDERAL REALTY INVES	313747206  	6,600
2012-05-15	ADVANCE_CAPITAL_I_INC	FOREST LABORATORIES	345838106  	7,045
2012-05-15	ADVANCE_CAPITAL_I_INC	GENERAL DYNAMICS CORPORATION	369550108  	4,800
2012-05-15	ADVANCE_CAPITAL_I_INC	GARDNER DENVER MACHY	365558105  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	GENERAL ELECTRIC COMPANY	369604103  	64,000
2012-05-15	ADVANCE_CAPITAL_I_INC	GUESS?	401617105  	7,200
2012-05-15	ADVANCE_CAPITAL_I_INC	GRACO INC	384109104  	6,200
2012-05-15	ADVANCE_CAPITAL_I_INC	CORNING INC.	219350105  	25,600
2012-05-15	ADVANCE_CAPITAL_I_INC	GREEN MTN COFFEE	393122106  	13,600
2012-05-15	ADVANCE_CAPITAL_I_INC	GENTEX CORP.	371901109  	14,900
2012-05-15	ADVANCE_CAPITAL_I_INC	GOOGLE	38259P508  	379
2012-05-15	ADVANCE_CAPITAL_I_INC	GLOBAL PAYMENTS INC	37940X102  	10,800
2012-05-15	ADVANCE_CAPITAL_I_INC	GEN-PROBE INC	36866T103  	4,900
2012-05-15	ADVANCE_CAPITAL_I_INC	HANCOCK HOLDING CO	410120109  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	HANESBRAND INC	410345102  	10,500
2012-05-15	ADVANCE_CAPITAL_I_INC	HCC Insurance Hldgs..	404132102  	10,800
2012-05-15	ADVANCE_CAPITAL_I_INC	HOME DEPOT	437076102  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	HOLLYFRONTIER CORP	436106108  	21,900
2012-05-15	ADVANCE_CAPITAL_I_INC	HERBALIFE LTD	G4412G101  	11,600
2012-05-15	ADVANCE_CAPITAL_I_INC	HEALTH MANAGEMENT AS	421933102  	37,000
2012-05-15	ADVANCE_CAPITAL_I_INC	HMS HOLDINGS CORP.	40425J101  	9,000
2012-05-15	ADVANCE_CAPITAL_I_INC	HOLOGIC INC	436440101  	27,800
2012-05-15	ADVANCE_CAPITAL_I_INC	HELMERICH & PAYNE	423452101  	14,500
2012-05-15	ADVANCE_CAPITAL_I_INC	HILL-ROM HOLDINGS	431475102  	6,500
2012-05-15	ADVANCE_CAPITAL_I_INC	HENRY SCHEIN INC.	806407102  	9,400
2012-05-15	ADVANCE_CAPITAL_I_INC	HSN INC.	404303109  	7,800
2012-05-15	ADVANCE_CAPITAL_I_INC	HUBBELL INC	443510201  	6,300
2012-05-15	ADVANCE_CAPITAL_I_INC	IBM	459200101  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	IDEXX LABORATORIES	45168D104  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	IDEX CORPORATION	45167R104  	9,000
2012-05-15	ADVANCE_CAPITAL_I_INC	INFORMATICA CORP	45666Q102  	19,300
2012-05-15	ADVANCE_CAPITAL_I_INC	INGREDION INC.	457187102  	19,500
2012-05-15	ADVANCE_CAPITAL_I_INC	WORLD FUEL SERVICES	981475106  	22,950
2012-05-15	ADVANCE_CAPITAL_I_INC	INTEL	458140100  	36,900
2012-05-15	ADVANCE_CAPITAL_I_INC	GARTNER INCCOM	366651107  	12,400
2012-05-15	ADVANCE_CAPITAL_I_INC	ILLINOIS TOOL WORKS	452308109  	9,500
2012-05-15	ADVANCE_CAPITAL_I_INC	HUNT J B TRANS SVCS	445658107  	7,300
2012-05-15	ADVANCE_CAPITAL_I_INC	JOHNSON CONTROLS INC	478366107  	11,600
2012-05-15	ADVANCE_CAPITAL_I_INC	JACK HENRY & ASSOC.	426281101  	8,900
2012-05-15	ADVANCE_CAPITAL_I_INC	JONES LANG LASALLE,INC.	48020Q107  	7,100
2012-05-15	ADVANCE_CAPITAL_I_INC	JOHNSON & JOHNSON	478160104  	48,332
2012-05-15	ADVANCE_CAPITAL_I_INC	JOY GLOBAL INC	481165108  	10,250
2012-05-15	ADVANCE_CAPITAL_I_INC	JP MORGAN CHASE & CO..	46625H100  	11,390
2012-05-15	ADVANCE_CAPITAL_I_INC	WILEY JOHN & SONS	968223206  	5,100
2012-05-15	ADVANCE_CAPITAL_I_INC	KBR INC	48242W106  	15,300
2012-05-15	ADVANCE_CAPITAL_I_INC	KIRBY CORPCOM	497266106  	6,000
2012-05-15	ADVANCE_CAPITAL_I_INC	KRAFT FOODS INC.	50075N104  	47,200
2012-05-15	ADVANCE_CAPITAL_I_INC	KIMBERLY-CLARK CORPORATION	494368103  	22,400
2012-05-15	ADVANCE_CAPITAL_I_INC	KENNAMETAL INC	489170100  	8,300
2012-05-15	ADVANCE_CAPITAL_I_INC	COCA COLA	191216100  	9,100
2012-05-15	ADVANCE_CAPITAL_I_INC	KOHLS CORPORATION	500255104  	8,900
2012-05-15	ADVANCE_CAPITAL_I_INC	KANSAS CITY SOUTHERN	485170302  	11,600
2012-05-15	ADVANCE_CAPITAL_I_INC	LOEWS CORP	540424108  	7,401
2012-05-15	ADVANCE_CAPITAL_I_INC	LEAR CORP	521865204  	6,530
2012-05-15	ADVANCE_CAPITAL_I_INC	LINCOLN ELECTRIC	533900106  	8,700
2012-05-15	ADVANCE_CAPITAL_I_INC	LENNOX INTERNATIONAL	526107107  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	LKQ CORPCOM	501889208  	15,300
2012-05-15	ADVANCE_CAPITAL_I_INC	L-3 COMMUNICATIONS	502424104  	3,178
2012-05-15	ADVANCE_CAPITAL_I_INC	LILLY (ELI)	532457108  	12,613
2012-05-15	ADVANCE_CAPITAL_I_INC	Liberty Media Corp.	530322106  	3,109
2012-05-15	ADVANCE_CAPITAL_I_INC	LINCARE HOLDINGS, INC.	532791100  	9,400
2012-05-15	ADVANCE_CAPITAL_I_INC	ALLIANT ENERGY CORP	018802108  	11,700
2012-05-15	ADVANCE_CAPITAL_I_INC	LOWE'S COS INC	548661107  	15,100
2012-05-15	ADVANCE_CAPITAL_I_INC	LAM RESEARCH CORP.	512807108  	12,400
2012-05-15	ADVANCE_CAPITAL_I_INC	LIBERTY PPTY TRSH	531172104  	12,000
2012-05-15	ADVANCE_CAPITAL_I_INC	LANDSTAR SYSTEM INC	515098101  	5,100
2012-05-15	ADVANCE_CAPITAL_I_INC	LIFE TIME FITNESS	53217R207  	4,700
2012-05-15	ADVANCE_CAPITAL_I_INC	MACERICH COCOM	554382101  	13,900
2012-05-15	ADVANCE_CAPITAL_I_INC	MCDONALD'S CORPORATION	580135101  	8,700
2012-05-15	ADVANCE_CAPITAL_I_INC	MICROS SYSTEMS INC	594901100  	8,300
2012-05-15	ADVANCE_CAPITAL_I_INC	MEDNAX INC	58502B106  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	MEDTRONIC INC.	585055106  	16,600
2012-05-15	ADVANCE_CAPITAL_I_INC	MOHAWK INDUSTRIES	608190104  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	3M CO.	88579Y101  	3,900
2012-05-15	ADVANCE_CAPITAL_I_INC	MONSTER BEVERAGE COR	611740101  	11,800
2012-05-15	ADVANCE_CAPITAL_I_INC	ALTRIA GROUP INC.IES, INC.	02209S103  	47,342
2012-05-15	ADVANCE_CAPITAL_I_INC	MARATHON PETROLEUM	56585A102  	7,900
2012-05-15	ADVANCE_CAPITAL_I_INC	MERCK & COMPANY, INC..	58933Y105  	51,500
2012-05-15	ADVANCE_CAPITAL_I_INC	MARATHON OIL CORP..	565849106  	26,900
2012-05-15	ADVANCE_CAPITAL_I_INC	MARVELL TECHNOLOGY	G5876H105  	23,655
2012-05-15	ADVANCE_CAPITAL_I_INC	MSCI INC	55354G100  	12,600
2012-05-15	ADVANCE_CAPITAL_I_INC	MICROSOFT	594918104  	54,660
2012-05-15	ADVANCE_CAPITAL_I_INC	MSC INDUSTRIAL DIREC	553530106  	4,700
2012-05-15	ADVANCE_CAPITAL_I_INC	METTLER-TOLEDO INTL.	592688105  	3,200
2012-05-15	ADVANCE_CAPITAL_I_INC	MYLAN INCCOM	628530107  	39,500
2012-05-15	ADVANCE_CAPITAL_I_INC	NATIONAL INSTRUMENTSCORP.	636518102  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	NCR CORPCOM	62886E108  	27,700
2012-05-15	ADVANCE_CAPITAL_I_INC	NEXTERA ENERGY INC	65339F101  	9,600
2012-05-15	ADVANCE_CAPITAL_I_INC	NEWMARKET CORP	651587107  	1,100
2012-05-15	ADVANCE_CAPITAL_I_INC	NATIONAL FUEL GAS	636180101  	12,600
2012-05-15	ADVANCE_CAPITAL_I_INC	NIKE	654106103  	2,900
2012-05-15	ADVANCE_CAPITAL_I_INC	Northrop Grumman	666807102  	3,669
2012-05-15	ADVANCE_CAPITAL_I_INC	NATIONAL OILWELLVARCO INC	637071101  	14,900
2012-05-15	ADVANCE_CAPITAL_I_INC	NEUSTAR INC	64126X201  	10,400
2012-05-15	ADVANCE_CAPITAL_I_INC	NETEASE	64110W102  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	NORTHERN TRUST CORPORATION	665859104  	10,800
2012-05-15	ADVANCE_CAPITAL_I_INC	NV ENERGY INCCOM	67073Y106  	31,100
2012-05-15	ADVANCE_CAPITAL_I_INC	NVR INCCM	62944T105  	500
2012-05-15	ADVANCE_CAPITAL_I_INC	NXP SEMICONDUCTOR	N6596X109  	24,900
2012-05-15	ADVANCE_CAPITAL_I_INC	NEW YORK COMM BANCOR	649445103  	46,200
2012-05-15	ADVANCE_CAPITAL_I_INC	NYSE EURONEXT	629491101  	14,500
2012-05-15	ADVANCE_CAPITAL_I_INC	REALTY INCOME CORP	756109104  	13,800
2012-05-15	ADVANCE_CAPITAL_I_INC	OGE ENERGY PROGRAM	670837103  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	OCEANEERING INTERNAT	675232102  	13,500
2012-05-15	ADVANCE_CAPITAL_I_INC	OIL STATES INTL	678026105  	12,900
2012-05-15	ADVANCE_CAPITAL_I_INC	ORACLE	68389X105  	35,146
2012-05-15	ADVANCE_CAPITAL_I_INC	OCCIDENTAL PETROLEUM	674599105  	2,766
2012-05-15	ADVANCE_CAPITAL_I_INC	VERIFONE SYSTEMS INC	92342Y109  	21,900
2012-05-15	ADVANCE_CAPITAL_I_INC	PROSPERITY BANCSHARE	743606105  	5,100
2012-05-15	ADVANCE_CAPITAL_I_INC	PEPSICO, INC.	713448108  	31,700
2012-05-15	ADVANCE_CAPITAL_I_INC	PETSMART INC.	716768106  	11,700
2012-05-15	ADVANCE_CAPITAL_I_INC	PFIZER INC.	717081103  	51,800
2012-05-15	ADVANCE_CAPITAL_I_INC	PROCTOR & GAMBLE	742718109  	31,800
2012-05-15	ADVANCE_CAPITAL_I_INC	POLARIS INDUSTRIES	731068102  	7,000
2012-05-15	ADVANCE_CAPITAL_I_INC	PACKAGING CORP OF AM	695156109  	10,600
2012-05-15	ADVANCE_CAPITAL_I_INC	POLYCOM	73172K104  	19,100
2012-05-15	ADVANCE_CAPITAL_I_INC	PNC BANK CORPORATION	693475105  	8,000
2012-05-15	ADVANCE_CAPITAL_I_INC	PANERA BREAD CO	69840W108  	3,100
2012-05-15	ADVANCE_CAPITAL_I_INC	PPG INDS INC.	693506107  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	PPL CORPORATION	69351T106  	21,500
2012-05-15	ADVANCE_CAPITAL_I_INC	PERRIGO COMPANY	714290103  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	PVH CORP	693656100  	7,200
2012-05-15	ADVANCE_CAPITAL_I_INC	PLAINS EXPLORATION	726505100  	13,500
2012-05-15	ADVANCE_CAPITAL_I_INC	QUALCOMM INC	747525103  	11,200
2012-05-15	ADVANCE_CAPITAL_I_INC	RALCORP HOLDINGS COR	751028101  	3,300
2012-05-15	ADVANCE_CAPITAL_I_INC	REYNOLDS AMERICAN	761713106  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	RACKSPACE HOSTING	750086100  	11,000
2012-05-15	ADVANCE_CAPITAL_I_INC	REGAL BELOIT CORP	758750103  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	RENT-A-CENTER INC	76009N100  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	EVEREST REINSURANCE	G3223R108  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	REGENERON PHARMACEUT	75886F107  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	REINSURANCE GROUPAMER INC	759351604  	11,000
2012-05-15	ADVANCE_CAPITAL_I_INC	RAYMOND JAMES FINANCIAL, INC.	754730109  	11,500
2012-05-15	ADVANCE_CAPITAL_I_INC	ROCK-TENN CO	772739207  	7,500
2012-05-15	ADVANCE_CAPITAL_I_INC	RESMED INC.	761152107  	14,900
2012-05-15	ADVANCE_CAPITAL_I_INC	ROVI CORP	779376102  	11,100
2012-05-15	ADVANCE_CAPITAL_I_INC	RPM INTERNATIONALINC	749685103  	13,500
2012-05-15	ADVANCE_CAPITAL_I_INC	RELIANCE STEEL & ALU	759509102  	7,700
2012-05-15	ADVANCE_CAPITAL_I_INC	RAYTHEON CO	755111507  	11,600
2012-05-15	ADVANCE_CAPITAL_I_INC	RAYONIER INC	754907103  	12,900
2012-05-15	ADVANCE_CAPITAL_I_INC	SIGNATURE BANK	82669G104  	4,900
2012-05-15	ADVANCE_CAPITAL_I_INC	SERVICE CORP INTL	817565104  	22,900
2012-05-15	ADVANCE_CAPITAL_I_INC	SEI CORPORATION	784117103  	21,800
2012-05-15	ADVANCE_CAPITAL_I_INC	SMITHFIELD FOODS INC	832248108  	16,600
2012-05-15	ADVANCE_CAPITAL_I_INC	SL GREEN REALTY CORP	78440X101  	8,900
2012-05-15	ADVANCE_CAPITAL_I_INC	SILGAN HOLDINGS INC	827048109  	5,200
2012-05-15	ADVANCE_CAPITAL_I_INC	SOLERA HOLDINGS INC	83421A104  	19,650
2012-05-15	ADVANCE_CAPITAL_I_INC	SM ENERGY CO	78454L100  	6,600
2012-05-15	ADVANCE_CAPITAL_I_INC	SENIOR HOUSING PROP	81721M109  	16,800
2012-05-15	ADVANCE_CAPITAL_I_INC	SYNOPSYS, INC.*	871607107  	15,100
2012-05-15	ADVANCE_CAPITAL_I_INC	SUPERIOR ENERGY SERV	868157108  	17,100
2012-05-15	ADVANCE_CAPITAL_I_INC	SPX CORPCOM	784635104  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	QUESTAR CORP	748356102  	24,100
2012-05-15	ADVANCE_CAPITAL_I_INC	SKYWORKS SOLUTIONS I	83088M102  	19,800
2012-05-15	ADVANCE_CAPITAL_I_INC	STRYKER CORPORATION	863667101  	8,700
2012-05-15	ADVANCE_CAPITAL_I_INC	SYMANTEC CORPORATION	871503108  	21,035
2012-05-15	ADVANCE_CAPITAL_I_INC	AT&T	00206R102  	80,300
2012-05-15	ADVANCE_CAPITAL_I_INC	TAUBMAN CENTERS INC	876664103  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	TORONTO DOMINION	891160509  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	TERADATA CORPORATION	88076W103  	12,050
2012-05-15	ADVANCE_CAPITAL_I_INC	TECH DATA CORPCOM	878237106  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	TECHNE CORP.	878377100  	4,000
2012-05-15	ADVANCE_CAPITAL_I_INC	Teva Pharmaceutical	881624209  	8,100
2012-05-15	ADVANCE_CAPITAL_I_INC	TRIUMPH GROUP INCCOM	896818101  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	TARGET CORP.	87612E106  	17,700
2012-05-15	ADVANCE_CAPITAL_I_INC	TIBCO SOFTWARE INC	88632Q103  	17,200
2012-05-15	ADVANCE_CAPITAL_I_INC	TJX COMPANIES, INC.	872540109  	11,400
2012-05-15	ADVANCE_CAPITAL_I_INC	TIMKEN CO	887389104  	8,700
2012-05-15	ADVANCE_CAPITAL_I_INC	Trimble Navigation	896239100  	13,100
2012-05-15	ADVANCE_CAPITAL_I_INC	TRINITY INDS INC	896522109  	8,400
2012-05-15	ADVANCE_CAPITAL_I_INC	ST PAUL TRAVELERS CO	89417E109  	10,400
2012-05-15	ADVANCE_CAPITAL_I_INC	TRW Automotive Holdings Co	87264S106  	22,500
2012-05-15	ADVANCE_CAPITAL_I_INC	TRACTOR SUPPLY CO	892356106  	13,700
2012-05-15	ADVANCE_CAPITAL_I_INC	TUPPERWARE BRANDS	899896104  	16,750
2012-05-15	ADVANCE_CAPITAL_I_INC	TOWERS WATSON & CO	891894107  	5,500
2012-05-15	ADVANCE_CAPITAL_I_INC	TW TELECOM INC	87311L104  	15,500
2012-05-15	ADVANCE_CAPITAL_I_INC	TIME WARNER INC	887317303  	17,200
2012-05-15	ADVANCE_CAPITAL_I_INC	TEXAS INSTRUMENTS	882508104  	16,100
2012-05-15	ADVANCE_CAPITAL_I_INC	UNDER ARMOUR INC	904311107  	3,800
2012-05-15	ADVANCE_CAPITAL_I_INC	UDR INCCOM	902653104  	23,400
2012-05-15	ADVANCE_CAPITAL_I_INC	UGI HOLDING CORPCOM	902681105  	15,700
2012-05-15	ADVANCE_CAPITAL_I_INC	UNIVERSAL HEALTH SVS	913903100  	14,500
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITEDHEALTH GROUP I	91324P102  	14,000
2012-05-15	ADVANCE_CAPITAL_I_INC	UNUM PROVIDENT CORP	91529Y106  	15,700
2012-05-15	ADVANCE_CAPITAL_I_INC	UNIT CORP	909218109  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	UPS	911312106  	5,300
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITED RENTALS INC.	911363109  	8,500
2012-05-15	ADVANCE_CAPITAL_I_INC	U.S. BANCORP	902973304  	21,700
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITED THERAPEUTICS	91307C102  	8,100
2012-05-15	ADVANCE_CAPITAL_I_INC	UTI WORLDWIDE INC.	G87210103  	11,100
2012-05-15	ADVANCE_CAPITAL_I_INC	UNITED TECHNOLOGIESCORPORATION	913017109  	8,500
2012-05-15	ADVANCE_CAPITAL_I_INC	VISA INC	92826C839  	5,900
2012-05-15	ADVANCE_CAPITAL_I_INC	VALSPAR CORPORATION	920355104  	9,600
2012-05-15	ADVANCE_CAPITAL_I_INC	VALERO ENERGY CORP	91913Y100  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	VALMONT INDUSTRIES	920253101  	2,300
2012-05-15	ADVANCE_CAPITAL_I_INC	VODAFONE GROUP PLC	92857W209  	14,930
2012-05-15	ADVANCE_CAPITAL_I_INC	VERTEX PHARMA.	92532F100  	17,000
2012-05-15	ADVANCE_CAPITAL_I_INC	VERIZON COMM	92343V104  	19,200
2012-05-15	ADVANCE_CAPITAL_I_INC	WABTEC	929740108  	5,200
2012-05-15	ADVANCE_CAPITAL_I_INC	WALGREEN CO	931422109  	10,200
2012-05-15	ADVANCE_CAPITAL_I_INC	WASTE CONNECTIONS	941053100  	33,300
2012-05-15	ADVANCE_CAPITAL_I_INC	WADDEL & REED FINANCIAL CLASS A	930059100  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	WELLS FARGO	949746101  	38,900
2012-05-15	ADVANCE_CAPITAL_I_INC	WAL-MART	931142103  	14,024
2012-05-15	ADVANCE_CAPITAL_I_INC	WESTAR ENERGY INC	95709T100  	17,000
2012-05-15	ADVANCE_CAPITAL_I_INC	WR BERKLEY CORP	084423102  	11,700
2012-05-15	ADVANCE_CAPITAL_I_INC	WILLIAMS-SONOMA, INC..*	969904101  	10,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AQUA AMERICA INC.	03836W103  	19,800
2012-05-15	ADVANCE_CAPITAL_I_INC	WESTERN UNION	959802109  	36,100
2012-05-15	ADVANCE_CAPITAL_I_INC	WOODWARD INC.	980745103  	6,300
2012-05-15	ADVANCE_CAPITAL_I_INC	WRIGHT EXPRESS CORP	98233Q105  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	CIMAREX ENERGY CO	171798101  	9,000
2012-05-15	ADVANCE_CAPITAL_I_INC	EXXON MOBIL CORP.	30231G102  	37,203
2012-05-15	ADVANCE_CAPITAL_I_INC	XEROX CORP	984121103  	65,900
2012-05-15	ADVANCE_CAPITAL_I_INC	ZEBRA TECHNOLOGIES	989207105  	7,100
2012-05-15	ADVANCE_CAPITAL_I_INC	AARONS INC	002535300  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ADVANCE AUTO PARTS	00751Y106  	8,200
2012-05-15	ADVANCE_CAPITAL_I_INC	APPLE COMPUTER	037833100  	2,900
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERISOURCE BERGEN	03073E105  	12,400
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN CAMPUS	024835100  	8,100
2012-05-15	ADVANCE_CAPITAL_I_INC	ACE Limited	H0023R105  	9,200
2012-05-15	ADVANCE_CAPITAL_I_INC	ACI WORLDWIDE INC	004498101  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AECOM TECHNOLOGY	00766T100  	18,000
2012-05-15	ADVANCE_CAPITAL_I_INC	ACCENTURE LTD	G1151C101  	5,800
2012-05-15	ADVANCE_CAPITAL_I_INC	ARCHER-DANIELS	039483102  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	AUTOMATIC DATA PROCESSING, INC.	053015103  	6,500
2012-05-15	ADVANCE_CAPITAL_I_INC	ALLIANCE DATASYS	018581108  	5,600
2012-05-15	ADVANCE_CAPITAL_I_INC	ADTRAN INC.	00738A106  	7,300
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN EAGLE	02553E106  	22,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN ELEC PWR	025537101  	12,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AETNA INC.	00817Y108  	10,700
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN FIN. GRP.	025932104  	8,400
2012-05-15	ADVANCE_CAPITAL_I_INC	AFLAC, INC.	001055102  	10,400
2012-05-15	ADVANCE_CAPITAL_I_INC	AGCO CO	001084102  	11,300
2012-05-15	ADVANCE_CAPITAL_I_INC	ARTHUR GALLAGHER CO	363576109  	18,000
2012-05-15	ADVANCE_CAPITAL_I_INC	ALBEMARLE CORP	012653101  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	ALASKA AIR GROUP	011659109  	8,600
2012-05-15	ADVANCE_CAPITAL_I_INC	ALLSTATE CORP	020002101  	16,300
2012-05-15	ADVANCE_CAPITAL_I_INC	APPLIED MATERIAL	038222105  	11,800
2012-05-15	ADVANCE_CAPITAL_I_INC	AMETEK INC	031100100  	18,100
2012-05-15	ADVANCE_CAPITAL_I_INC	AFFILIATED MANAGERSGROUP	008252108  	6,100
2012-05-15	ADVANCE_CAPITAL_I_INC	AMGEN, INC.*	031162100  	9,704
2012-05-15	ADVANCE_CAPITAL_I_INC	ANSYS INC.	03662Q105  	10,100
2012-05-15	ADVANCE_CAPITAL_I_INC	APACHE CORPORATION	037411105  	10,201
2012-05-15	ADVANCE_CAPITAL_I_INC	AIR PRODUCTS & CHEMI	009158106  	6,000
2012-05-15	ADVANCE_CAPITAL_I_INC	ALEXANDRIA REAL EST	015271109  	6,800
2012-05-15	ADVANCE_CAPITAL_I_INC	ARROW ELECTRONIC	042735100  	12,600
2012-05-15	ADVANCE_CAPITAL_I_INC	ASHLAND INC.	044209104  	8,600
2012-05-15	ADVANCE_CAPITAL_I_INC	ATMEL CORPORATION	049513104  	62,000
2012-05-15	ADVANCE_CAPITAL_I_INC	APTAR GROUP INC.	038336103  	7,300
2012-05-15	ADVANCE_CAPITAL_I_INC	AVNET INC	053807103  	15,900
2012-05-15	ADVANCE_CAPITAL_I_INC	AMERICAN EXPRESS COMPANY	025816109  	19,700
2012-05-15	ADVANCE_CAPITAL_I_INC	BANK OF AMERICA CORP	060505104  	21,615
2012-05-15	ADVANCE_CAPITAL_I_INC	BED BATH & BEYOND, INC.*	075896100  	15,000
2012-05-15	ADVANCE_CAPITAL_I_INC	BECTON DICKINSON &CO	075887109  	4,300
2012-05-15	ADVANCE_CAPITAL_I_INC	BE AEROSPACE INC	073302101  	12,900
2012-05-15	ADVANCE_CAPITAL_I_INC	FRANKLIN RESOURCES,INC.	354613101  	5,600
2012-05-15	ADVANCE_CAPITAL_I_INC	BAKER HUGHES INC.	057224107  	6,400
2012-05-15	ADVANCE_CAPITAL_I_INC	SOTHEBY'S	835898107  	10,500
2012-05-15	ADVANCE_CAPITAL_I_INC	BANK OF NEW YORK COMPANY, INC.	064058100  	30,000
2012-05-15	ADVANCE_CAPITAL_I_INC	BLACKROCK INC	09247X101  	3,200
2012-05-15	ADVANCE_CAPITAL_I_INC	BRISTOL-MYERS SQUIBBCOMPANY	110122108  	9,184
2012-05-15	ADVANCE_CAPITAL_I_INC	BRE PROPERTIES INC	05564E106  	8,700
2012-05-15	ADVANCE_CAPITAL_I_INC	BERKSHIRE HATHAWAY I	084670702  	3,920
2012-05-15	ADVANCE_CAPITAL_I_INC	BROWN & BROWN INC	115236101  	13,500
2012-05-15	ADVANCE_CAPITAL_I_INC	PEABODY ENERGY	704549104  	9,000
2012-05-15	ADVANCE_CAPITAL_I_INC	BALLY TECHNOLOGIES	05874B107  	5,000
2012-05-15	ADVANCE_CAPITAL_I_INC	CITIGROUP, INC.	172967424  	7,191
2012-05-15	ADVANCE_CAPITAL_I_INC	CA INC.	12673P105  	12,500
2012-05-15	ADVANCE_CAPITAL_I_INC	CARDINAL HEALTH, INC..	14149Y108  	12,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CATERPILLER INC.	149123101  	12,000
2012-05-15	ADVANCE_CAPITAL_I_INC	CBOE HOLDINGS INC	12503M108  	10,000
2012-05-15	ADVANCE_CAPITAL_I_INC	COMMERCE BANCSHARES	200525103  	8,800
2012-05-15	ADVANCE_CAPITAL_I_INC	CADENCE DESIGN SYSTEMS, INC.	127387108  	42,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CERNER CORP	156782104  	10,300
2012-05-15	ADVANCE_CAPITAL_I_INC	CULLEN FROST BANKERS	229899109  	6,700
2012-05-15	ADVANCE_CAPITAL_I_INC	CHURCH & DWIGHT INC	171340102  	26,100
2012-05-15	ADVANCE_CAPITAL_I_INC	CHICO'S FAS INC.	168615102  	20,100
2012-05-15	ADVANCE_CAPITAL_I_INC	CATALYST HEALTHSOLUTIONS	14888B103  	22,100
2012-05-15	ADVANCE_CAPITAL_I_INC	CLIFFS NATURAL RESRC	18683K101  	13,700
2012-05-15	ADVANCE_CAPITAL_I_INC	CLEAN HARBORS INC	184496107  	7,100
2012-05-15	ADVANCE_CAPITAL_I_INC	MACK-CALI REALTY	554489104  	10,200
2012-05-15	ADVANCE_CAPITAL_I_INC	COMCAST CORP	20030N101  	34,000
2012-05-15	ADVANCE_CAPITAL_I_INC	CHIPOTLE MEXICANGRILL	169656105  	900
2012-05-15	ADVANCE_CAPITAL_I_INC	Cummins Inc	231021106  	4,500
2012-05-15	ADVANCE_CAPITAL_I_INC	COMPASS MINERALS INT	20451N101  	3,900
2012-05-15	ADVANCE_CAPITAL_I_INC	CAPITAL ONE FINANCIAL CORP	14040H105  	13,106
2012-05-15	ADVANCE_CAPITAL_I_INC	COOPER COS INC	216648402  	5,200
2012-05-15	ADVANCE_CAPITAL_I_INC	CONOCOPHILLIPS	20825C104  	4,950
